id,seq,query,prefix,is_leave_query,input_var,output_var,output_rel,description
160,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndOpenSpaces"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
161,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HeritageSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
162,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/PaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
163,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/IronAgeSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
164,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/WaterParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
165,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/BusinessParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
166,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/TriassicPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
167,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndCommons"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
168,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/Parks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
169,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?yago_heritage. FILTER STRSTARTS(STR(?category),""http://dbpedia.org/class/yago/FormerPopulatedPlaces"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
170,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/NaturalParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
171,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/Grasslands"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
172,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HistoricSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
173,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/RegionalParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
174,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/StoneAgeSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
175,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HistoricPlaces"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
176,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/NationalHistoricalParks"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
177,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/PrehistoricSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
178,6,"SELECT ?yago_forest WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_forest rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_forest),""http://dbpedia.org/class/yago/ForestParks"")}",rdfs,0,"",yago_forest,"",Select all yago class related POI concept
179,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/AncientSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
180,6,"SELECT ?yago_desert WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_desert rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_desert),""http://dbpedia.org/class/yago/Deserts"")}",rdfs,0,"",yago_desert,"",Select all yago class related POI concept
181,6,"SELECT ?yago_vocano WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_vocano rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_vocano),""http://dbpedia.org/class/yago/VolcanicFields"")}",rdfs,0,"",yago_vocano,"",Select all yago class related POI concept
182,6,"SELECT ?yago_oilfield WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_oilfield rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_oilfield),""http://dbpedia.org/class/yago/NaturalGasFields"")}",rdfs,0,"",yago_oilfield,"",Select all yago class related POI concept
183,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/WorldWarISites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
184,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/JurassicPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
185,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndGardens"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
186,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/WorldWarIISites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
187,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/RomanSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
188,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/ArchaeologicalSitesOnTheNationalRegister"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
189,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/MiocenePaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
190,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/ProvincialParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
191,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/MarineParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
192,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/PliocenePaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
193,6,"SELECT ?yago_royal WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_royal rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_royal),""http://dbpedia.org/class/yago/PlacesWithRoyalPatronage"")}",rdfs,0,"",yago_royal,"",Select all yago class related POI concept
194,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/MedievalSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
195,6,"SELECT ?yago_oases WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_oases rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_oases),""http://dbpedia.org/class/yago/Oases"")}",rdfs,0,"",yago_oases,"",Select all yago class related POI concept
196,6,"SELECT ?yago_world_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_world_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_world_heritage),""http://dbpedia.org/class/yago/WorldHeritageSites"")}",rdfs,0,"",yago_world_heritage,"",Select all yago class related POI concept
197,6,"SELECT ?yago_world_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_world_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_world_heritage),""http://dbpedia.org/class/yago/TentativeWorldHeritageSites"")}",rdfs,0,"",yago_world_heritage,"",Select all yago class related POI concept
198,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/ArchaeologicalSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
199,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/RenaissanceSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
200,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/MunicipalParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
201,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/PermianPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
202,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/EocenePaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
203,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/OligocenePaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
204,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/ConservationParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
205,6,"SELECT ?yago_square WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_square rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_square),""http://dbpedia.org/class/yago/Squares"")}",rdfs,0,"",yago_square,"",Select all yago class related POI concept
206,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/MayaSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
207,6,"SELECT ?yago_wetland WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_wetland rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_wetland),""http://dbpedia.org/class/yago/RamsarSites"")}",rdfs,0,"",yago_wetland,"",Select all yago class related POI concept
208,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/NeolithicSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
209,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/MycenaeanArchaeologicalSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
210,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/StateParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
211,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_gaeltacht },rdf,0,yago_gaeltacht,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
212,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_oilfield },rdf,0,yago_oilfield,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
213,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_heritage },rdf,0,yago_heritage,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
214,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_reserve },rdf,0,yago_reserve,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
215,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_paranormal },rdf,0,yago_paranormal,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
216,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_coast },rdf,0,yago_coast,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
217,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_transmitter },rdf,0,yago_transmitter,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
218,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_building },rdf,0,yago_building,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
219,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_park },rdf,0,yago_park,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
220,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_geology },rdf,0,yago_geology,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
221,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_forest },rdf,0,yago_forest,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
222,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_desert },rdf,0,yago_desert,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
223,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_vocano },rdf,0,yago_vocano,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
224,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_royal },rdf,0,yago_royal,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
225,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_oases },rdf,0,yago_oases,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
226,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_world_heritage },rdf,0,yago_world_heritage,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
227,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_square },rdf,0,yago_square,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
228,7,SELECT  ?poi WHERE {?poi rdf:type ?yago_wetland },rdf,0,yago_wetland,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
229,8,SELECT * WHERE {?poi dbpedia-owl:abstract ?abstract_en. FILTER (lang(?abstract_en) = 'en') ?poi rdfs:label ?label_en. FILTER (lang(?label_en) = 'en') OPTIONAL{?poi dbpedia-owl:abstract ?abstract_zh. FILTER (lang(?abstract_zh) = 'zh')} OPTIONAL{?poi rdfs:label ?label_zh. FILTER (lang(?label_zh) = 'zh')} OPTIONAL {?poi geo:lat ?latitude. ?poi geo:long ?longtitue.} OPTIONAL {?poi dbpedia-owl:elevation ?elevation} OPTIONAL {?poi dbpedia-owl:utcOffset ?timezone} OPTIONAL {?poi foaf:homepage ?homepage.} OPTIONAL{?poi foaf:isPrimaryTopicOf ?wikipage.} },dbpedia-owl;rdfs;foaf;geo,1,poi,abstract_en;label_en;abstract_zh;label_zh;latitude;longtitue;elevation;timezone;homepage;wikipage,"",Select basic attributes of a POI
230,8,SELECT ?link WHERE{?poi dbpedia-owl:wikiPageExternalLink ?link},dbpedia-owl,1,poi,link,"",Select external links of a POI
76,4,"SELECT ?dcterms_sport WHERE {?dcterms_sport rdf:type skos:Concept. FILTER STRSTARTS(STR(?dcterms_sport),""http://dbpedia.org/resource/Category:Sport"")}",rdf;skos,0,"",dcterms_sport,"",Select all dcterms related POI concept
81,4,"SELECT ?dcterms_university WHERE {?dcterms_university rdf:type skos:Concept. FILTER STRSTARTS(STR(?dcterms_university),""http://dbpedia.org/resource/Category:Universities_and_colleges"")}",rdf;skos,0,"",dcterms_university,"",Select all dcterms related POI concept
